index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
309||anger|||||['emotion_nrc', 'liwc']|anger|||||1260.0|5476.0|0.23009495982468955|0.37410926365795727
310||anger|||||['emotion_nrc', 'liwc']|sad|||||838.0|6271.0|0.1336309998405358|0.23575749050499367
311||anger|||||['emotion_nrc', 'liwc']|cogmech|||||3500.0|20293.0|0.17247326664367024|0.29420417769932333
312||anger|||||['emotion_nrc', 'liwc']|insight|||||1888.0|12450.0|0.15164658634538153|0.2633561166131957
313||anger|||||['emotion_nrc', 'liwc']|cause|||||1469.0|9995.0|0.14697348674337168|0.2562805303558967
314||anger|||||['emotion_nrc', 'liwc']|discrep|||||1824.0|11489.0|0.15876055357298285|0.27401787726282584
315||anger|||||['emotion_nrc', 'liwc']|tentat|||||2422.0|14391.0|0.16829963171426587|0.28811039076904776
316||anger|||||['emotion_nrc', 'liwc']|certain|||||667.0|6401.0|0.10420246836431808|0.188737973967176
317||anger|||||['emotion_nrc', 'liwc']|inhib|||||1615.0|11728.0|0.13770463847203274|0.24207449599040692
318||anger|||||['emotion_nrc', 'liwc']|incl|||||2972.0|17831.0|0.16667601368403342|0.2857280199971158
319||anger|||||['emotion_nrc', 'liwc']|excl|||||2092.0|12621.0|0.16575548688693448|0.2843743628084007
320||anger|||||['emotion_nrc', 'liwc']|percept|||||1847.0|11468.0|0.16105685385420299|0.27743146826886966
321||anger|||||['emotion_nrc', 'liwc']|see|||||553.0|6525.0|0.08475095785440613|0.1562588301780164
322||anger|||||['emotion_nrc', 'liwc']|hear|||||594.0|6016.0|0.09873670212765957|0.17972768532526476
323||anger|||||['emotion_nrc', 'liwc']|feel|||||1016.0|7856.0|0.12932790224032586|0.22903516681695218
324||anger|||||['emotion_nrc', 'liwc']|bio|||||2288.0|13207.0|0.1732414628606042|0.29532107131332686
325||anger|||||['emotion_nrc', 'liwc']|body|||||1457.0|9457.0|0.15406577138627472|0.2669965182334616
326||anger|||||['emotion_nrc', 'liwc']|health|||||641.0|6020.0|0.10647840531561462|0.19246359405494667
327||anger|||||['emotion_nrc', 'liwc']|sexual|||||812.0|6958.0|0.11670020120724346|0.20900900900900898
328||anger|||||['emotion_nrc', 'liwc']|ingest|||||2037.0|13482.0|0.15109034267912771|0.2625169147496617
329||anger|||||['emotion_nrc', 'liwc']|relativ|||||3414.0|20048.0|0.17029130087789307|0.29102378313869237
330||anger|||||['emotion_nrc', 'liwc']|motion|||||2311.0|14146.0|0.16336773646260427|0.28085313240566323
331||anger|||||['emotion_nrc', 'liwc']|space|||||2744.0|16678.0|0.16452812087780308|0.28256616208423435
332||anger|||||['emotion_nrc', 'liwc']|time|||||2370.0|15760.0|0.15038071065989847|0.2614451185879757
333||anger|||||['emotion_nrc', 'liwc']|work|||||895.0|8386.0|0.10672549487240639|0.19286714793664475
334||anger|||||['emotion_nrc', 'liwc']|achieve|||||1123.0|8761.0|0.12818171441616255|0.22723593686766494
335||anger|||||['emotion_nrc', 'liwc']|leisure|||||756.0|7765.0|0.09735994848679974|0.17744396197629386
336||anger|||||['emotion_nrc', 'liwc']|home|||||320.0|5608.0|0.05706134094151213|0.10796221322537113
337||anger|||||['emotion_nrc', 'liwc']|money|||||968.0|8326.0|0.11626231083353351|0.20830643425866152
338||anger|||||['emotion_nrc', 'liwc']|relig|||||309.0|5284.0|0.05847842543527631|0.11049526193456105
339||anger|||||['emotion_nrc', 'liwc']|death|||||195.0|4120.0|0.04733009708737864|0.09038238702201622
340||anger|||||['emotion_nrc', 'liwc']|assent|||||299.0|5027.0|0.05947881440222797|0.11227938415321066
341||anger|||||['emotion_nrc', 'liwc']|nonfl|||||893.0|7406.0|0.12057790980286254|0.2152066514037836
342||anger|||||['emotion_nrc', 'liwc']|filler|||||56.0|3906.0|0.014336917562724014|0.02826855123674912
343||disgust|||||['emotion_nrc', 'liwc']|negate|||||232.0|5485.0|0.0422971741112124|0.08116144831205178
344||disgust|||||['emotion_nrc', 'liwc']|social|||||827.0|17421.0|0.04747144251191091|0.09064007014467339
345||disgust|||||['emotion_nrc', 'liwc']|family|||||67.0|2574.0|0.026029526029526028|0.05073835668307459
346||disgust|||||['emotion_nrc', 'liwc']|friend|||||69.0|2642.0|0.026116578349735048|0.05090372556252305
347||disgust|||||['emotion_nrc', 'liwc']|humans|||||518.0|11309.0|0.04580422672207976|0.08759617823623912
348||disgust|||||['emotion_nrc', 'liwc']|affect|||||763.0|15648.0|0.048760224948875254|0.0929864115532265
349||disgust|||||['emotion_nrc', 'liwc']|posemo|||||509.0|12279.0|0.0414528870429188|0.07960588051298093
350||disgust|||||['emotion_nrc', 'liwc']|negemo|||||530.0|8541.0|0.062053623697459315|0.1168559144526513
351||disgust|||||['emotion_nrc', 'liwc']|anx|||||180.0|3322.0|0.054184226369656835|0.10279840091376356
352||disgust|||||['emotion_nrc', 'liwc']|anger|||||231.0|3882.0|0.059505409582689336|0.11232676878191103
353||disgust|||||['emotion_nrc', 'liwc']|sad|||||204.0|4282.0|0.04764128911723494|0.09094962104324567
354||disgust|||||['emotion_nrc', 'liwc']|cogmech|||||989.0|20181.0|0.04900649125414994|0.09343410486537554
355||disgust|||||['emotion_nrc', 'liwc']|insight|||||538.0|11177.0|0.04813456204706093|0.09184805804524114
356||disgust|||||['emotion_nrc', 'liwc']|cause|||||378.0|8463.0|0.04466501240694789|0.0855106888361045
357||disgust|||||['emotion_nrc', 'liwc']|discrep|||||488.0|10202.0|0.04783375808664968|0.09130028063610851
358||disgust|||||['emotion_nrc', 'liwc']|tentat|||||693.0|13497.0|0.05134474327628362|0.09767441860465116
359||disgust|||||['emotion_nrc', 'liwc']|certain|||||149.0|4296.0|0.03468342644320298|0.0670416197975253
360||disgust|||||['emotion_nrc', 'liwc']|inhib|||||452.0|10268.0|0.044020257109466304|0.08432835820895522
361||disgust|||||['emotion_nrc', 'liwc']|incl|||||848.0|17332.0|0.04892684052619432|0.0932893289328933
362||disgust|||||['emotion_nrc', 'liwc']|excl|||||547.0|11543.0|0.04738802737589881|0.09048800661703886
363||disgust|||||['emotion_nrc', 'liwc']|percept|||||479.0|10213.0|0.04690100851855478|0.08959970071081182
364||disgust|||||['emotion_nrc', 'liwc']|see|||||145.0|4310.0|0.033642691415313224|0.06509539842873176
365||disgust|||||['emotion_nrc', 'liwc']|hear|||||124.0|3863.0|0.03209940460781776|0.06220215701028342
366||disgust|||||['emotion_nrc', 'liwc']|feel|||||271.0|5978.0|0.04533288725326196|0.08673387742038727
367||disgust|||||['emotion_nrc', 'liwc']|bio|||||681.0|12191.0|0.055860880977770484|0.10581106277190801
368||disgust|||||['emotion_nrc', 'liwc']|body|||||460.0|7831.0|0.058740901545141104|0.11096369557351346
369||disgust|||||['emotion_nrc', 'liwc']|health|||||257.0|3781.0|0.06797143612800846|0.12729073798910354
370||disgust|||||['emotion_nrc', 'liwc']|sexual|||||215.0|4932.0|0.04359286293592863|0.08354381192927919
371||disgust|||||['emotion_nrc', 'liwc']|ingest|||||592.0|12304.0|0.04811443433029909|0.09181141439205956
372||disgust|||||['emotion_nrc', 'liwc']|relativ|||||975.0|19864.0|0.04908376963350786|0.09357454772301935
373||disgust|||||['emotion_nrc', 'liwc']|motion|||||635.0|13199.0|0.04810970528070308|0.0918028046841116
374||disgust|||||['emotion_nrc', 'liwc']|space|||||765.0|16034.0|0.047711113882998625|0.09107684981248883
375||disgust|||||['emotion_nrc', 'liwc']|time|||||681.0|14826.0|0.04593282072035613|0.08783130199264846
376||disgust|||||['emotion_nrc', 'liwc']|work|||||255.0|6403.0|0.03982508199281587|0.07659957945328928
377||disgust|||||['emotion_nrc', 'liwc']|achieve|||||264.0|6997.0|0.037730455909675574|0.07271725657622917
378||disgust|||||['emotion_nrc', 'liwc']|leisure|||||218.0|5680.0|0.03838028169014084|0.07392336385215327
379||disgust|||||['emotion_nrc', 'liwc']|home|||||144.0|3161.0|0.04555520404935147|0.08714069591527988
380||disgust|||||['emotion_nrc', 'liwc']|money|||||261.0|6410.0|0.0407176287051482|0.07824913806026082
381||disgust|||||['emotion_nrc', 'liwc']|relig|||||92.0|2878.0|0.031966643502432245|0.061952861952861954
382||disgust|||||['emotion_nrc', 'liwc']|death|||||35.0|1657.0|0.02112251056125528|0.04137115839243498
383||disgust|||||['emotion_nrc', 'liwc']|assent|||||85.0|2618.0|0.032467532467532464|0.06289308176100628
384||disgust|||||['emotion_nrc', 'liwc']|nonfl|||||241.0|5435.0|0.044342226310947565|0.08491895701198027
385||disgust|||||['emotion_nrc', 'liwc']|filler|||||37.0|1302.0|0.028417818740399385|0.05526512322628827
386||fear|||||['emotion_nrc', 'liwc']|negate|||||759.0|6311.0|0.12026620186975123|0.21471004243281475
387||fear|||||['emotion_nrc', 'liwc']|social|||||2085.0|17516.0|0.11903402603334094|0.21274424774246212
388||fear|||||['emotion_nrc', 'liwc']|family|||||159.0|3835.0|0.041460234680573665|0.07961942914371557
389||fear|||||['emotion_nrc', 'liwc']|friend|||||268.0|3796.0|0.07060063224446786|0.13188976377952755
390||fear|||||['emotion_nrc', 'liwc']|humans|||||1398.0|11782.0|0.11865557630283484|0.21213960546282248
391||fear|||||['emotion_nrc', 'liwc']|affect|||||2007.0|15757.0|0.12737196166783016|0.22596262103129924
392||fear|||||['emotion_nrc', 'liwc']|posemo|||||1487.0|12654.0|0.11751224909119647|0.21031044480588362
393||fear|||||['emotion_nrc', 'liwc']|negemo|||||1445.0|8979.0|0.16093106136540816|0.2772448196469685
394||fear|||||['emotion_nrc', 'liwc']|anx|||||723.0|4132.0|0.1749757986447241|0.29783728115345004
395||fear|||||['emotion_nrc', 'liwc']|anger|||||413.0|5053.0|0.08173362358994657|0.15111598975484816
396||fear|||||['emotion_nrc', 'liwc']|sad|||||425.0|5414.0|0.07850018470631695|0.1455728720671348
397||fear|||||['emotion_nrc', 'liwc']|cogmech|||||2308.0|20215.0|0.11417264407618105|0.20494605514363096
398||fear|||||['emotion_nrc', 'liwc']|insight|||||1377.0|11691.0|0.11778290993071594|0.21074380165289258
399||fear|||||['emotion_nrc', 'liwc']|cause|||||913.0|9281.0|0.09837302014869087|0.17912497547577008
400||fear|||||['emotion_nrc', 'liwc']|discrep|||||1055.0|10988.0|0.09601383327266108|0.17520551357635142
401||fear|||||['emotion_nrc', 'liwc']|tentat|||||1388.0|14155.0|0.0980572235959025|0.17860129962040788
402||fear|||||['emotion_nrc', 'liwc']|certain|||||410.0|5388.0|0.07609502598366741|0.14142807864780957
403||fear|||||['emotion_nrc', 'liwc']|inhib|||||1281.0|10792.0|0.11869903632320238|0.21220906154228444
404||fear|||||['emotion_nrc', 'liwc']|incl|||||2048.0|17485.0|0.11712896768658851|0.20969641120155635
405||fear|||||['emotion_nrc', 'liwc']|excl|||||1445.0|11998.0|0.1204367394565761|0.2149817749014357
406||fear|||||['emotion_nrc', 'liwc']|percept|||||1332.0|10713.0|0.12433492019042285|0.2211706102117061
407||fear|||||['emotion_nrc', 'liwc']|see|||||691.0|5117.0|0.13504006253664255|0.23794765840220383
408||fear|||||['emotion_nrc', 'liwc']|hear|||||267.0|5073.0|0.05263157894736842|0.1
409||fear|||||['emotion_nrc', 'liwc']|feel|||||973.0|6629.0|0.146779303062302|0.2559852670349908
410||fear|||||['emotion_nrc', 'liwc']|bio|||||1439.0|12786.0|0.11254497106209917|0.20231985940246044
411||fear|||||['emotion_nrc', 'liwc']|body|||||1004.0|8640.0|0.1162037037037037|0.2082123600165906
412||fear|||||['emotion_nrc', 'liwc']|health|||||326.0|5065.0|0.06436327739387956|0.12094231125950658
413||fear|||||['emotion_nrc', 'liwc']|sexual|||||624.0|5876.0|0.10619469026548672|0.192
414||fear|||||['emotion_nrc', 'liwc']|ingest|||||1266.0|12983.0|0.0975121312485558|0.17769668046880482
415||fear|||||['emotion_nrc', 'liwc']|relativ|||||2278.0|19914.0|0.1143918851059556|0.20529920692141312
416||fear|||||['emotion_nrc', 'liwc']|motion|||||1414.0|13773.0|0.10266463370362303|0.18621189174952263
417||fear|||||['emotion_nrc', 'liwc']|space|||||1591.0|16561.0|0.09606907795422982|0.1752974878801234
418||fear|||||['emotion_nrc', 'liwc']|time|||||1729.0|15131.0|0.11426871984667239|0.2051008303677343
419||fear|||||['emotion_nrc', 'liwc']|work|||||608.0|7403.0|0.08212886667567203|0.15179128698040195
420||fear|||||['emotion_nrc', 'liwc']|achieve|||||935.0|7679.0|0.12176064591743717|0.2170884606454609
421||fear|||||['emotion_nrc', 'liwc']|leisure|||||454.0|6797.0|0.06679417390025011|0.12522410701972142
422||fear|||||['emotion_nrc', 'liwc']|home|||||296.0|4362.0|0.06785878037597433|0.12709317303563764
423||fear|||||['emotion_nrc', 'liwc']|money|||||870.0|7154.0|0.12161028795079676|0.2168494516450648
424||fear|||||['emotion_nrc', 'liwc']|relig|||||218.0|4105.0|0.05310596833130329|0.10085588711542909
425||fear|||||['emotion_nrc', 'liwc']|death|||||178.0|2867.0|0.06208580397628183|0.1169129720853859
426||fear|||||['emotion_nrc', 'liwc']|assent|||||153.0|3903.0|0.03920061491160646|0.07544378698224853
427||fear|||||['emotion_nrc', 'liwc']|nonfl|||||511.0|6518.0|0.07839828168149739|0.14539763835538483
428||fear|||||['emotion_nrc', 'liwc']|filler|||||22.0|2670.0|0.008239700374531835|0.01634472511144131
429||joy|||||['emotion_nrc', 'liwc']|negate|||||941.0|8779.0|0.10718760678892812|0.19362139917695473
430||joy|||||['emotion_nrc', 'liwc']|social|||||4240.0|18011.0|0.23541169285436678|0.381106467125073
431||joy|||||['emotion_nrc', 'liwc']|family|||||485.0|6159.0|0.07874654976457217|0.14599638771824203
432||joy|||||['emotion_nrc', 'liwc']|friend|||||525.0|6189.0|0.08482792050412022|0.15638963360142985
433||joy|||||['emotion_nrc', 'liwc']|humans|||||2891.0|12939.0|0.22343303191900457|0.3652558433354391
434||joy|||||['emotion_nrc', 'liwc']|affect|||||4125.0|16289.0|0.25323838173000185|0.4041344175565788
435||joy|||||['emotion_nrc', 'liwc']|posemo|||||3817.0|12974.0|0.2942037921997842|0.4546483235066405
436||joy|||||['emotion_nrc', 'liwc']|negemo|||||1205.0|11869.0|0.10152498104305334|0.1843353220131559
437||joy|||||['emotion_nrc', 'liwc']|anx|||||272.0|7233.0|0.037605419604590073|0.07248500999333778
438||joy|||||['emotion_nrc', 'liwc']|anger|||||364.0|7752.0|0.04695562435500516|0.08969935929029078
439||joy|||||['emotion_nrc', 'liwc']|sad|||||600.0|7889.0|0.07605526682722778|0.14135940629049357
440||joy|||||['emotion_nrc', 'liwc']|cogmech|||||4851.0|20322.0|0.23870682019486272|0.3854129424383268
441||joy|||||['emotion_nrc', 'liwc']|insight|||||2545.0|13173.0|0.19319820845669172|0.3238325486703143
442||joy|||||['emotion_nrc', 'liwc']|cause|||||1808.0|11036.0|0.16382747372236317|0.281532232949237
443||joy|||||['emotion_nrc', 'liwc']|discrep|||||2392.0|12301.0|0.19445573530607269|0.32559722316749473
444||joy|||||['emotion_nrc', 'liwc']|tentat|||||3279.0|14914.0|0.21986053372669975|0.36046831198812734
445||joy|||||['emotion_nrc', 'liwc']|certain|||||782.0|7666.0|0.10200887033655101|0.18513257575757577
446||joy|||||['emotion_nrc', 'liwc']|inhib|||||2284.0|12439.0|0.18361604630597314|0.3102628540378999
447||joy|||||['emotion_nrc', 'liwc']|incl|||||4204.0|17979.0|0.23382835530340954|0.3790289861605734
448||joy|||||['emotion_nrc', 'liwc']|excl|||||2578.0|13515.0|0.1907510173880873|0.32038774622506677
449||joy|||||['emotion_nrc', 'liwc']|percept|||||2457.0|12238.0|0.20076809936264095|0.3343994555971419
450||joy|||||['emotion_nrc', 'liwc']|see|||||771.0|7687.0|0.10029920645245219|0.1823126034523528
451||joy|||||['emotion_nrc', 'liwc']|hear|||||772.0|7218.0|0.10695483513438625|0.1932415519399249
452||joy|||||['emotion_nrc', 'liwc']|feel|||||1221.0|9031.0|0.13520097442143728|0.23819742489270387
453||joy|||||['emotion_nrc', 'liwc']|bio|||||2904.0|13971.0|0.20785913678333692|0.3441777777777778
454||joy|||||['emotion_nrc', 'liwc']|body|||||1560.0|10734.0|0.14533258803801005|0.2537823328452904
455||joy|||||['emotion_nrc', 'liwc']|health|||||601.0|7440.0|0.08077956989247312|0.1494838950379306
456||joy|||||['emotion_nrc', 'liwc']|sexual|||||1222.0|7928.0|0.1541372351160444|0.267103825136612
457||joy|||||['emotion_nrc', 'liwc']|ingest|||||2977.0|13922.0|0.21383421922137624|0.35232854015030474
458||joy|||||['emotion_nrc', 'liwc']|relativ|||||4746.0|20096.0|0.23616640127388536|0.3820948393849127
459||joy|||||['emotion_nrc', 'liwc']|motion|||||2945.0|14892.0|0.19775718506580714|0.33021247967707573
460||joy|||||['emotion_nrc', 'liwc']|space|||||3893.0|16909.0|0.23023242060441185|0.3742909335640804
461||joy|||||['emotion_nrc', 'liwc']|time|||||3428.0|16082.0|0.213157567466733|0.3514095335725269
462||joy|||||['emotion_nrc', 'liwc']|work|||||1217.0|9444.0|0.12886488775942398|0.22830878904417973
463||joy|||||['emotion_nrc', 'liwc']|achieve|||||1463.0|9801.0|0.14927048260381592|0.25976562499999994
464||joy|||||['emotion_nrc', 'liwc']|leisure|||||1376.0|8525.0|0.16140762463343108|0.27795172204827795
