index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
314|shame||||||['emotion', 'liwc']|discrep|602.0|4723.0|0.12746135930552616|0.22610328638497657||||
315|shame||||||['emotion', 'liwc']|tentat|887.0|6296.0|0.14088310038119442|0.24697201726298207||||
316|shame||||||['emotion', 'liwc']|certain|155.0|2027.0|0.07646768623581648|0.14207149404216318||||
317|shame||||||['emotion', 'liwc']|inhib|557.0|4309.0|0.129264330471107|0.22893547061241268||||
318|shame||||||['emotion', 'liwc']|incl|936.0|6692.0|0.13986849970113568|0.2454116413214473||||
319|shame||||||['emotion', 'liwc']|excl|650.0|4984.0|0.13041733547351525|0.23074192403265886||||
320|shame||||||['emotion', 'liwc']|percept|587.0|4772.0|0.1230092204526404|0.2190707221496548||||
321|shame||||||['emotion', 'liwc']|see|182.0|2410.0|0.07551867219917012|0.14043209876543208||||
322|shame||||||['emotion', 'liwc']|hear|238.0|2314.0|0.10285220397579949|0.1865203761755486||||
323|shame||||||['emotion', 'liwc']|feel|332.0|3121.0|0.10637616148670298|0.1922965537214017||||
324|shame||||||['emotion', 'liwc']|bio|696.0|4974.0|0.1399276236429433|0.24550264550264553||||
325|shame||||||['emotion', 'liwc']|body|382.0|3322.0|0.11499096929560505|0.20626349892008639||||
326|shame||||||['emotion', 'liwc']|health|154.0|2178.0|0.0707070707070707|0.1320754716981132||||
327|shame||||||['emotion', 'liwc']|sexual|262.0|2643.0|0.09912977676882331|0.18037865748709123||||
328|shame||||||['emotion', 'liwc']|ingest|714.0|5381.0|0.1326890912469801|0.23429040196882692||||
329|shame||||||['emotion', 'liwc']|relativ|1019.0|7140.0|0.1427170868347339|0.2497855129305062||||
330|shame||||||['emotion', 'liwc']|motion|772.0|5718.0|0.13501224204267226|0.237904468412943||||
331|shame||||||['emotion', 'liwc']|space|913.0|6453.0|0.14148458081512474|0.24789573717078467||||
332|shame||||||['emotion', 'liwc']|time|793.0|5824.0|0.13616071428571427|0.23968565815324164||||
333|shame||||||['emotion', 'liwc']|work|452.0|3606.0|0.12534664448141986|0.2227698373583046||||
334|shame||||||['emotion', 'liwc']|achieve|360.0|3287.0|0.10952236081533313|0.19742253907321086||||
335|shame||||||['emotion', 'liwc']|leisure|319.0|2823.0|0.11300035423308537|0.2030553787396563||||
336|shame||||||['emotion', 'liwc']|home|156.0|2143.0|0.07279514699020065|0.13571117877337974||||
337|shame||||||['emotion', 'liwc']|money|377.0|3017.0|0.12495856811402055|0.22215674720094283||||
338|shame||||||['emotion', 'liwc']|relig|44.0|1543.0|0.028515878159429683|0.055450535601764335||||
339|shame||||||['emotion', 'liwc']|death|45.0|1598.0|0.028160200250312892|0.05477784540474741||||
340|shame||||||['emotion', 'liwc']|assent|51.0|1456.0|0.03502747252747253|0.0676841406768414||||
341|shame||||||['emotion', 'liwc']|nonfl|318.0|2881.0|0.11037834085387019|0.19881212879024698||||
342|shame||||||['emotion', 'liwc']|filler|23.0|1134.0|0.020282186948853614|0.03975799481417459||||
343||anger|||||['emotion_nrc', 'liwc']|negate|||||443.0|3143.0|0.14094813872096723|0.24707194645844954
344||anger|||||['emotion_nrc', 'liwc']|social|||||1448.0|6733.0|0.21506015149264815|0.35399095465102065
345||anger|||||['emotion_nrc', 'liwc']|family|||||401.0|2848.0|0.1408005617977528|0.24684518313327175
346||anger|||||['emotion_nrc', 'liwc']|friend|||||223.0|2379.0|0.0937368642286675|0.1714066102997694
347||anger|||||['emotion_nrc', 'liwc']|humans|||||1037.0|5068.0|0.20461720599842148|0.33972153972153973
348||anger|||||['emotion_nrc', 'liwc']|affect|||||1426.0|6216.0|0.2294079794079794|0.37320073279246274
349||anger|||||['emotion_nrc', 'liwc']|posemo|||||923.0|4961.0|0.18605119935496875|0.31373215499660095
350||anger|||||['emotion_nrc', 'liwc']|negemo|||||1243.0|4579.0|0.2714566499235641|0.42700103057368605
351||anger|||||['emotion_nrc', 'liwc']|anx|||||511.0|2716.0|0.18814432989690721|0.31670281995661603
352||anger|||||['emotion_nrc', 'liwc']|anger|||||703.0|2787.0|0.2522425547183351|0.402865329512894
353||anger|||||['emotion_nrc', 'liwc']|sad|||||423.0|2943.0|0.1437308868501529|0.2513368983957219
354||anger|||||['emotion_nrc', 'liwc']|cogmech|||||1559.0|7325.0|0.21283276450511945|0.3509680324178298
355||anger|||||['emotion_nrc', 'liwc']|insight|||||1091.0|5526.0|0.19743032935215346|0.329756687320538
356||anger|||||['emotion_nrc', 'liwc']|cause|||||803.0|4065.0|0.197539975399754|0.3299096138044371
357||anger|||||['emotion_nrc', 'liwc']|discrep|||||959.0|4903.0|0.19559453395880075|0.32719208461276017
358||anger|||||['emotion_nrc', 'liwc']|tentat|||||1327.0|6393.0|0.20757078054121694|0.3437823834196891
359||anger|||||['emotion_nrc', 'liwc']|certain|||||265.0|2454.0|0.10798696006519967|0.19492460463405664
360||anger|||||['emotion_nrc', 'liwc']|inhib|||||817.0|4586.0|0.17815089402529438|0.3024245789376273
361||anger|||||['emotion_nrc', 'liwc']|incl|||||1456.0|6709.0|0.2170219108660009|0.3566442131047152
362||anger|||||['emotion_nrc', 'liwc']|excl|||||1008.0|5163.0|0.19523532829750145|0.32668935342732136
363||anger|||||['emotion_nrc', 'liwc']|percept|||||1024.0|4872.0|0.21018062397372742|0.3473541383989145
364||anger|||||['emotion_nrc', 'liwc']|see|||||334.0|2795.0|0.11949910554561717|0.21348673697666987
365||anger|||||['emotion_nrc', 'liwc']|hear|||||376.0|2713.0|0.13859196461481754|0.24344448041437358
366||anger|||||['emotion_nrc', 'liwc']|feel|||||637.0|3353.0|0.18997912317327767|0.3192982456140351
367||anger|||||['emotion_nrc', 'liwc']|bio|||||1053.0|5154.0|0.20430733410942956|0.33929434509424844
368||anger|||||['emotion_nrc', 'liwc']|body|||||633.0|3608.0|0.17544345898004435|0.2985145012968639
369||anger|||||['emotion_nrc', 'liwc']|health|||||338.0|2531.0|0.1335440537337021|0.23562216800278843
370||anger|||||['emotion_nrc', 'liwc']|sexual|||||470.0|2972.0|0.15814266487213996|0.27309703660662404
371||anger|||||['emotion_nrc', 'liwc']|ingest|||||1029.0|5603.0|0.18365161520613957|0.310313630880579
372||anger|||||['emotion_nrc', 'liwc']|relativ|||||1488.0|7208.0|0.20643729189789123|0.3422263109475621
373||anger|||||['emotion_nrc', 'liwc']|motion|||||1190.0|5837.0|0.2038718519787562|0.33869361036003987
374||anger|||||['emotion_nrc', 'liwc']|space|||||1334.0|6569.0|0.2030750494748059|0.33759331899278755
