index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
134|realization|fear|2273.0|57798.0|0.03932662029828022|0.07567711541342745|['emotion', 'emotion_nrc']|||||||||
135|realization|joy|2025.0|65451.0|0.030939175872026402|0.060021340921216436|['emotion', 'emotion_nrc']|||||||||
136|realization|none|0.0|8785.0|0.0|0.0|['emotion', 'emotion_nrc']|||||||||
137|realization|sadness|2166.0|55041.0|0.039352482694718485|0.07572499868897163|['emotion', 'emotion_nrc']|||||||||
138|relief|anger|281.0|49539.0|0.005672298593027716|0.01128061019670815|['emotion', 'emotion_nrc']|||||||||
139|relief|disgust|266.0|42113.0|0.006316339372640277|0.012553387290875198|['emotion', 'emotion_nrc']|||||||||
140|relief|fear|369.0|52206.0|0.007068153085852201|0.014037089871611981|['emotion', 'emotion_nrc']|||||||||
141|relief|joy|595.0|59385.0|0.010019365159552075|0.01983994664888296|['emotion', 'emotion_nrc']|||||||||
142|relief|none|0.0|1289.0|0.0|0.0|['emotion', 'emotion_nrc']|||||||||
143|relief|sadness|349.0|49362.0|0.007070215955593371|0.01404115789261934|['emotion', 'emotion_nrc']|||||||||
144|remorse|anger|757.0|50299.0|0.015050000994055547|0.029653713569413976|['emotion', 'emotion_nrc']|||||||||
145|remorse|disgust|595.0|43020.0|0.013830776383077639|0.02728419121861745|['emotion', 'emotion_nrc']|||||||||
146|remorse|fear|734.0|53077.0|0.013828965465267441|0.02728066752151047|['emotion', 'emotion_nrc']|||||||||
147|remorse|joy|530.0|60686.0|0.008733480539168836|0.017315734448510194|['emotion', 'emotion_nrc']|||||||||
148|remorse|none|0.0|2525.0|0.0|0.0|['emotion', 'emotion_nrc']|||||||||
149|remorse|sadness|962.0|49985.0|0.019245773732119636|0.037764735902015824|['emotion', 'emotion_nrc']|||||||||
150|sadness|anger|2346.0|52943.0|0.04431180703775759|0.08486317350648412|['emotion', 'emotion_nrc']|||||||||
151|sadness|disgust|1988.0|45860.0|0.043349324029655474|0.08309647216184585|['emotion', 'emotion_nrc']|||||||||
152|sadness|fear|2646.0|55398.0|0.047763457164518575|0.09117221418234443|['emotion', 'emotion_nrc']|||||||||
153|sadness|joy|1594.0|63855.0|0.024962806358155197|0.04870968234808782|['emotion', 'emotion_nrc']|||||||||
154|sadness|none|0.0|6758.0|0.0|0.0|['emotion', 'emotion_nrc']|||||||||
155|sadness|sadness|3287.0|51893.0|0.06334187655367776|0.11913736861181588|['emotion', 'emotion_nrc']|||||||||
156|surprise|anger|1081.0|52964.0|0.020410089872366137|0.04000370061985383|['emotion', 'emotion_nrc']|||||||||
157|surprise|disgust|862.0|45742.0|0.018844825324646933|0.03699253282980002|['emotion', 'emotion_nrc']|||||||||
158|surprise|fear|1246.0|55554.0|0.022428628001584044|0.04387323943661972|['emotion', 'emotion_nrc']|||||||||
159|surprise|joy|1231.0|62974.0|0.01954774986502366|0.038345923214702905|['emotion', 'emotion_nrc']|||||||||
160|surprise|none|0.0|5514.0|0.0|0.0|['emotion', 'emotion_nrc']|||||||||
161|surprise|sadness|912.0|53024.0|0.0171997585998793|0.03381785820231385|['emotion', 'emotion_nrc']|||||||||
162|neutral|anger|11260.0|92569.0|0.12163899361557325|0.21689508711438998|['emotion', 'emotion_nrc']|||||||||
163|neutral|disgust|8842.0|87546.0|0.10099833230530235|0.1834668215960493|['emotion', 'emotion_nrc']|||||||||
164|neutral|fear|12116.0|94468.0|0.12825507050006352|0.2273511971778128|['emotion', 'emotion_nrc']|||||||||
165|neutral|joy|10742.0|103247.0|0.10404176392534407|0.18847432647009799|['emotion', 'emotion_nrc']|||||||||
166|neutral|none|0.0|55298.0|0.0|0.0|['emotion', 'emotion_nrc']|||||||||
167|neutral|sadness|11124.0|92596.0|0.12013477904013133|0.2145005784805245|['emotion', 'emotion_nrc']|||||||||
168|admiration||||||['emotion', 'liwc']|negate|2179.0|64794.0|0.033629657067012375|0.06507099876069461||||
169|admiration||||||['emotion', 'liwc']|social|12358.0|169142.0|0.07306287025103168|0.13617630853994492||||
170|admiration||||||['emotion', 'liwc']|family|580.0|23769.0|0.024401531406453784|0.04764056018727668||||
171|admiration||||||['emotion', 'liwc']|friend|1080.0|25443.0|0.04244782454899186|0.08143875127248049||||
172|admiration||||||['emotion', 'liwc']|humans|8857.0|109302.0|0.0810323690325886|0.14991663775082725||||
173|admiration||||||['emotion', 'liwc']|affect|14183.0|162498.0|0.08728107422860588|0.1605492384580119||||
174|admiration||||||['emotion', 'liwc']|posemo|13231.0|126680.0|0.10444426902431322|0.1891345212313542||||
175|admiration||||||['emotion', 'liwc']|negemo|4180.0|95194.0|0.04391033048301363|0.0841266327208324||||
176|admiration||||||['emotion', 'liwc']|anx|1313.0|41073.0|0.03196747254887639|0.06195441891190488||||
177|admiration||||||['emotion', 'liwc']|anger|1970.0|56164.0|0.035075849298483015|0.06777445212784257||||
178|admiration||||||['emotion', 'liwc']|sad|1455.0|43867.0|0.03316844096929355|0.06420722827765765||||
179|admiration||||||['emotion', 'liwc']|cogmech|14877.0|192320.0|0.07735544925124792|0.14360246528665957||||
180|admiration||||||['emotion', 'liwc']|insight|7412.0|112553.0|0.06585342016649934|0.12356937440086692||||
181|admiration||||||['emotion', 'liwc']|cause|4898.0|87788.0|0.05579350252881943|0.10569017974667155||||
